Time,Thickness
982.0,0.00021528304052326506
983.0,0.00021528304052326506
984.0,0.00021528304052326506
985.0,0.00021528304052326506
986.0,0.00019986635129048527
987.0,0.00021528304052326506
988.0,0.00021528304052326506
989.0,0.00021528304052326506
990.0,0.00021528304052326506
991.0,0.0002306997299009082
992.0,0.00021528304052326506
993.0,0.00021528304052326506
994.0,0.0002306997299009082
995.0,0.0002306997299009082
996.0,0.0002306997299009082
997.0,0.00021528304052326506
998.0,0.00021528304052326506
999.0,0.0002306997299009082
1000.0,0.0002306997299009082
1001.0,0.0002306997299009082
1002.0,0.00021528304052326506
1003.0,0.0002306997299009082
1004.0,0.0002306997299009082
1005.0,0.00030778317947485404
1006.0,0.0002306997299009082
1007.0,0.00019986635129048527
1008.0,0.0002306997299009082
1009.0,0.0002306997299009082
1010.0,0.0002306997299009082
1011.0,0.0002306997299009082
1012.0,0.0002461164194234146
1013.0,0.0002615331090907842
1014.0,0.0002306997299009082
1015.0,0.0002461164194234146
1016.0,0.0002461164194234146
1017.0,0.0002461164194234146
1018.0,0.0002306997299009082
1019.0,0.00021528304052326506
1020.0,0.0002461164194234146
1021.0,0.0002461164194234146
1022.0,0.0002306997299009082
1023.0,0.0002306997299009082
1024.0,0.0002306997299009082
1025.0,0.0002306997299009082
1026.0,0.0002306997299009082
1027.0,0.0002306997299009082
1028.0,0.0002306997299009082
1029.0,0.0002306997299009082
1030.0,0.0002306997299009082
1031.0,0.0002306997299009082
1032.0,0.0002461164194234146
1033.0,0.0002461164194234146
1034.0,0.0002306997299009082
1035.0,0.0002306997299009082
1036.0,0.00021528304052326506
1037.0,0.00019986635129048527
1038.0,0.00021528304052326506
1039.0,0.0002306997299009082
1040.0,0.00021528304052326506
1041.0,0.0002306997299009082
1042.0,0.00021528304052326506
1043.0,0.0002306997299009082
1044.0,0.0002306997299009082
1045.0,0.0002306997299009082
1046.0,0.0002461164194234146
1047.0,0.0002306997299009082
1048.0,0.0002306997299009082
1049.0,0.00021528304052326506
1050.0,0.00021528304052326506
1051.0,0.00021528304052326506
1052.0,0.00021528304052326506
1053.0,0.00021528304052326506
1054.0,0.00021528304052326506
1055.0,0.0002461164194234146
1056.0,0.00021528304052326506
1057.0,0.0002306997299009082
1058.0,0.0002306997299009082
1059.0,0.0002461164194234146
1060.0,0.0002461164194234146
1061.0,0.0002461164194234146
1062.0,0.0002306997299009082
1063.0,0.0002306997299009082
1064.0,0.0002306997299009082
1065.0,0.0002306997299009082
1066.0,0.0002306997299009082
1067.0,0.0002306997299009082
1068.0,0.0002306997299009082
1069.0,0.0002306997299009082
1070.0,0.0002461164194234146
1071.0,0.0002461164194234146
1072.0,0.0002306997299009082
1073.0,0.0002306997299009082
1074.0,0.0002461164194234146
1075.0,0.0002306997299009082
1076.0,0.0002306997299009082
1077.0,0.0002306997299009082
1078.0,0.0002306997299009082
1079.0,0.0002615331090907842
1080.0,0.0002461164194234146
1081.0,0.0002306997299009082
1082.0,0.0002461164194234146
1083.0,0.0002615331090907842
1084.0,0.0002615331090907842
1085.0,0.0002461164194234146
1086.0,0.0002461164194234146
1087.0,0.0002461164194234146
1088.0,0.0002461164194234146
1089.0,0.0002615331090907842
1090.0,0.0002615331090907842
1091.0,0.0002615331090907842
1092.0,0.0002769497989030169
1093.0,0.0002615331090907842
1094.0,0.0002769497989030169
1095.0,0.0002769497989030169
1096.0,0.0002615331090907842
1097.0,0.0002615331090907842
1098.0,0.0002615331090907842
1099.0,0.0002615331090907842
1100.0,0.0002615331090907842
1101.0,0.0002461164194234146
1102.0,0.0002615331090907842
1103.0,0.0002615331090907842
1104.0,0.0002615331090907842
1105.0,0.0002461164194234146
1106.0,0.0002615331090907842
1107.0,0.0002461164194234146
1108.0,0.0002615331090907842
1109.0,0.0002615331090907842
1110.0,0.0002615331090907842
1111.0,0.0002615331090907842
1112.0,0.0002615331090907842
1113.0,0.0002615331090907842
1114.0,0.0002615331090907842
1115.0,0.0002461164194234146
1116.0,0.00039973272692855183
1117.0,0.0002615331090907842
1118.0,0.0002615331090907842
1119.0,0.0002461164194234146
1120.0,0.0002769497989030169
1121.0,0.0002769497989030169
1122.0,0.0002923664893728952
1123.0,0.0002769497989030169
1124.0,0.0002615331090907842
1125.0,0.0002615331090907842
1126.0,0.0002769497989030169
1127.0,0.0002769497989030169
1128.0,0.0002923664893728952
1129.0,0.0002923664893728952
1130.0,0.0002769497989030169
1131.0,0.0002923664893728952
1132.0,0.0002769497989030169
1133.0,0.0002615331090907842
1134.0,0.0002615331090907842
1135.0,0.0002615331090907842
1136.0,0.0002615331090907842
1137.0,0.0002769497989030169
1138.0,0.0002769497989030169
1139.0,0.0002923664893728952
1140.0,0.0002769497989030169
1141.0,0.0002769497989030169
1142.0,0.0002769497989030169
1143.0,0.0002769497989030169
1144.0,0.0002769497989030169
1145.0,0.0002923664893728952
1146.0,0.0002769497989030169
1147.0,0.00030778317947485404
1148.0,0.0002769497989030169
1149.0,0.0002769497989030169
1150.0,0.0002769497989030169
1151.0,0.0002923664893728952
1152.0,0.0002769497989030169
1153.0,0.0002923664893728952
1154.0,0.0002769497989030169
1155.0,0.0002769497989030169
1156.0,0.0002923664893728952
1157.0,0.0002923664893728952
1158.0,0.0002923664893728952
1159.0,0.0002923664893728952
1160.0,0.0002923664893728952
1161.0,0.00030778317947485404
1162.0,0.0002769497989030169
1163.0,0.0002769497989030169
1164.0,0.0002615331090907842
1165.0,0.0002769497989030169
1166.0,0.0002923664893728952
1167.0,0.0002923664893728952
1168.0,0.0002923664893728952
1169.0,0.0002923664893728952
1170.0,0.0002769497989030169
1171.0,0.0002769497989030169
1172.0,0.0002615331090907842
1173.0,0.0002923664893728952
1174.0,0.0002769497989030169
1175.0,0.0002769497989030169
1176.0,0.0002769497989030169
1177.0,0.0002923664893728952
1178.0,0.0002769497989030169
1179.0,0.00030778317947485404
1180.0,0.00032319986972167573
1181.0,0.00030778317947485404
1182.0,0.0002923664893728952
1183.0,0.0002923664893728952
1184.0,0.0002923664893728952
1185.0,0.0002923664893728952
